_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan
67d7c10b380fe7c6439e86dd,TI2242747,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-20T13:48:00,in transit,2024-12-20T13:48:00,shipment collected,2024-12-20T17:47:00,in transit,2024-12-20T19:33:56,shipment manifested,2024-12-20T23:29:00,in transit,2024-12-21T03:33:00,warehouse scan,2024-12-21T03:35:00,out for delivery,2024-12-23T10:37:00,delivery attempted,2024-12-23T10:37:00,delivery attempted,2024-12-24T00:05:00,out for delivery,2024-12-24T09:52:00,delivery attempted,2024-12-27T05:06:00,warehouse scan,2024-12-27T05:09:00,out for delivery,2024-12-27T08:08:00,out for delivery,2024-12-27T09:37:00,delivery attempted,2024-12-30T05:39:00,out for delivery,2024-12-30T08:25:00,out for delivery,2024-12-30T10:31:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e86e1,63ce5787-bb81-4783-91c6-a788a690f453-12576,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T07:37:00,in transit,2025-01-15T12:09:00,in transit,2025-01-17T03:56:00,in transit,2025-01-17T06:06:00,additional information required for customs clearance,2025-01-17T06:06:00,customs clearance in progress,2025-01-17T06:06:00,released by customs. clearance complete.,2025-01-17T06:47:00,arrival scan,2025-01-17T09:40:00,arrival at delivery depot,2025-01-17T10:00:00,awaiting further instructions,2025-01-18T16:17:00,customs clearance in progress,2025-01-18T17:17:00,customs clearance in progress,2025-01-18T18:05:00,arrival at delivery depot,2025-01-19T22:40:00,arrival at delivery depot,2025-01-20T09:02:00,out for delivery,2025-01-20T09:02:00,out for delivery,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T13:19:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e86e9,3700557592,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-07T10:16:00,released by customs. clearance complete.,2025-01-07T22:25:00,arrival scan,2025-01-07T23:02:00,arrival at delivery depot,2025-01-08T21:04:00,arrival scan,2025-01-08T23:49:00,arrival at delivery depot,2025-01-08T23:49:00,arrival at delivery depot,2025-01-09T01:04:00,arrival at delivery depot,2025-01-09T01:04:00,arrival at delivery depot,2025-01-10T10:43:00,arrival at delivery depot,2025-01-10T10:43:00,arrival at delivery depot,2025-01-10T10:54:00,out for delivery,2025-01-10T10:54:00,out for delivery,2025-01-10T19:46:00,delivery attempted,2025-01-10T19:46:00,delivery attempted,2025-01-10T23:30:00,delivered,2025-01-10T23:30:00,delivered,2025-01-10T23:46:00,delivery attempted,2025-01-10T23:46:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8735,3891687139,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-09T07:37:00,in transit,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:29:00,delivery attempted,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e873b,2bdbb851-74eb-4dac-85fd-8361f6a6cfef-73290,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-09T07:37:00,in transit,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:29:00,delivery attempted,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e876f,3891552757,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T07:37:00,in transit,2025-01-15T12:09:00,in transit,2025-01-17T03:56:00,in transit,2025-01-17T06:06:00,additional information required for customs clearance,2025-01-17T06:06:00,customs clearance in progress,2025-01-17T06:06:00,released by customs. clearance complete.,2025-01-17T06:47:00,arrival scan,2025-01-17T09:40:00,arrival at delivery depot,2025-01-17T10:00:00,awaiting further instructions,2025-01-18T16:17:00,customs clearance in progress,2025-01-18T17:17:00,customs clearance in progress,2025-01-18T18:05:00,arrival at delivery depot,2025-01-19T22:40:00,arrival at delivery depot,2025-01-20T09:02:00,out for delivery,2025-01-20T09:02:00,out for delivery,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T13:19:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e87f7,TI9107891,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-09T15:08:33,shipment manifested,2025-01-10T18:46:00,in transit,2025-01-10T18:46:00,shipment collected,2025-01-13T15:55:00,in transit,2025-01-14T03:29:45,in transit,2025-01-14T06:26:00,warehouse scan,2025-01-14T08:05:00,out for delivery,2025-01-14T16:42:00,delivery attempted,2025-01-14T16:42:00,delivery attempted,2025-01-14T20:39:00,warehouse scan,2025-01-15T02:22:00,out for delivery,2025-01-15T07:18:00,out for delivery,2025-01-15T12:25:00,delivery attempted,2025-01-15T17:10:06,delivery attempted,2025-01-17T07:34:46,delivery rescheduled,2025-01-17T08:30:00,out for delivery,2025-01-17T09:51:00,delivery attempted,2025-01-17T14:50:50,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e88df,eabb3140-efe2-40ea-b147-808639c61388-26184,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-07T21:26:00,shipment manifested,2024-12-09T20:03:00,shipment dropped off awaiting carrier collection,2024-12-11T11:39:00,shipment collected,2024-12-11T16:09:00,in transit,2024-12-11T23:23:00,warehouse scan,2024-12-12T01:00:00,in transit,2024-12-12T03:59:00,warehouse scan,2024-12-12T11:14:00,export scan,2024-12-12T11:52:00,in transit,2024-12-13T00:01:00,arrival scan,2024-12-13T12:51:00,in transit,2024-12-13T14:36:00,in transit,2024-12-17T07:32:00,arrival scan,2024-12-17T07:32:00,customs clearance in progress,2024-12-23T08:40:00,customs clearance in progress,2024-12-31T06:56:00,released by customs. clearance complete.,2025-01-02T07:29:00,released by customs. clearance complete.,2025-01-03T08:06:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e88e2,2875961965,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-07T21:26:00,shipment manifested,2024-12-09T20:03:00,shipment dropped off awaiting carrier collection,2024-12-11T11:39:00,shipment collected,2024-12-11T16:09:00,in transit,2024-12-11T23:23:00,warehouse scan,2024-12-12T01:00:00,in transit,2024-12-12T03:59:00,warehouse scan,2024-12-12T11:14:00,export scan,2024-12-12T11:52:00,in transit,2024-12-13T00:01:00,arrival scan,2024-12-13T12:51:00,in transit,2024-12-13T14:36:00,in transit,2024-12-17T07:32:00,arrival scan,2024-12-17T07:32:00,customs clearance in progress,2024-12-23T08:40:00,customs clearance in progress,2024-12-31T06:56:00,released by customs. clearance complete.,2025-01-02T07:29:00,released by customs. clearance complete.,2025-01-03T08:06:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e891e,2909716116,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-13T07:37:00,in transit,2024-12-16T09:43:00,in transit,2024-12-19T04:38:00,in transit,2024-12-21T07:14:00,arrival scan,2024-12-21T07:15:00,customs clearance in progress,2024-12-23T09:57:00,released by customs. clearance complete.,2024-12-23T09:58:00,arrival at delivery depot,2024-12-23T09:58:00,arrival at delivery depot,2024-12-24T04:52:00,arrival at delivery depot,2024-12-24T04:52:00,arrival at delivery depot,2024-12-24T11:02:00,out for delivery,2024-12-24T11:02:00,out for delivery,2024-12-27T15:47:00,arrival at delivery depot,2024-12-27T15:47:00,arrival at delivery depot,2024-12-30T08:02:00,out for delivery,2024-12-30T08:02:00,out for delivery,2024-12-30T09:02:00,delivery attempted,2024-12-30T09:02:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9d73,e5640f3b-b470-4c9d-8980-92c08c35e53b-42328,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-08T12:56:00,shipment manifested,2025-01-08T14:13:00,shipment dropped off awaiting carrier collection,2025-01-08T15:25:00,shipment collected,2025-01-08T16:38:00,in transit,2025-01-08T23:41:00,warehouse scan,2025-01-09T01:00:00,in transit,2025-01-09T04:42:00,warehouse scan,2025-01-09T10:44:00,export scan,2025-01-09T11:55:00,in transit,2025-01-10T00:01:00,arrival scan,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-17T10:30:00,released by customs. clearance complete.,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9d96,65634eaa-f61f-4c28-b24c-e6f138dce1b2-18830,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-08T13:01:00,shipment manifested,2025-01-08T19:35:00,shipment dropped off awaiting carrier collection,2025-01-09T14:07:00,shipment collected,2025-01-09T14:57:00,in transit,2025-01-09T21:04:00,warehouse scan,2025-01-10T00:00:00,in transit,2025-01-10T01:19:00,warehouse scan,2025-01-10T06:41:00,arrival scan,2025-01-10T06:41:00,export scan,2025-01-10T07:32:00,in transit,2025-01-13T08:16:00,in transit,2025-01-16T10:39:00,arrival scan,2025-01-16T10:40:00,delayed due to circumstances beyond our control - corrective action underway,2025-01-22T12:54:00,customs clearance in progress,2025-01-22T12:56:00,released by customs. clearance complete.,2025-01-22T12:57:00,arrival at delivery depot,2025-01-23T06:47:00,arrival at delivery depot,2025-01-23T11:50:00,shipment ready for collection from pick-up point,2025-01-23T11:50:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9de9,74367045-ee42-4c93-a960-f452bcb6fb3b-42981,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-21T07:35:00,in transit,2024-12-23T10:14:00,in transit,2024-12-28T07:44:00,in transit,2024-12-28T09:48:00,additional information required for customs clearance,2024-12-28T09:48:00,customs clearance in progress,2024-12-28T09:48:00,released by customs. clearance complete.,2024-12-28T12:48:00,awaiting further instructions,2024-12-29T09:37:00,customs clearance in progress,2024-12-29T10:35:00,arrival scan,2024-12-29T10:37:00,customs clearance in progress,2024-12-29T15:23:00,arrival at delivery depot,2024-12-29T15:48:00,released by customs. clearance complete.,2024-12-30T08:29:00,arrival at delivery depot,2024-12-30T08:51:00,released by customs. clearance complete.,2025-01-01T15:00:00,arrival at delivery depot,2025-01-01T15:00:00,arrival at delivery depot,2025-01-02T06:38:00,arrival at delivery depot,2025-01-02T06:38:00,arrival at delivery depot,2025-01-02T07:52:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9eb7,0107db38-205d-4dfc-98ef-db6cd10a72a7-91642,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-12T23:34:00,in transit,2025-01-14T11:10:00,in transit,2025-01-16T03:39:00,in transit,2025-01-16T05:36:00,customs clearance in progress,2025-01-16T05:46:00,additional information required for customs clearance,2025-01-16T06:34:00,arrival scan,2025-01-16T06:36:00,customs clearance in progress,2025-01-16T09:21:00,arrival at delivery depot,2025-01-16T09:49:00,released by customs. clearance complete.,2025-01-16T09:49:00,released by customs. clearance complete.,2025-01-16T11:07:00,awaiting further instructions,2025-01-16T11:07:00,awaiting further instructions,2025-01-18T10:06:00,arrival at delivery depot,2025-01-18T10:06:00,arrival at delivery depot,2025-01-20T06:10:00,arrival at delivery depot,2025-01-20T06:10:00,arrival at delivery depot,2025-01-20T06:49:00,out for delivery,2025-01-20T06:49:00,out for delivery,2025-01-20T08:41:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9eb8,3923008196,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-12T23:34:00,in transit,2025-01-14T11:10:00,in transit,2025-01-16T03:39:00,in transit,2025-01-16T05:36:00,customs clearance in progress,2025-01-16T05:46:00,additional information required for customs clearance,2025-01-16T06:34:00,arrival scan,2025-01-16T06:36:00,customs clearance in progress,2025-01-16T09:21:00,arrival at delivery depot,2025-01-16T09:49:00,released by customs. clearance complete.,2025-01-16T09:49:00,released by customs. clearance complete.,2025-01-16T11:07:00,awaiting further instructions,2025-01-16T11:07:00,awaiting further instructions,2025-01-18T10:06:00,arrival at delivery depot,2025-01-18T10:06:00,arrival at delivery depot,2025-01-20T06:10:00,arrival at delivery depot,2025-01-20T06:10:00,arrival at delivery depot,2025-01-20T06:49:00,out for delivery,2025-01-20T06:49:00,out for delivery,2025-01-20T08:41:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9ed6,eabb3140-efe2-40ea-b147-808639c61388-26184,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-07T21:26:00,shipment manifested,2024-12-09T20:03:00,shipment dropped off awaiting carrier collection,2024-12-11T11:39:00,shipment collected,2024-12-11T16:09:00,in transit,2024-12-11T23:23:00,warehouse scan,2024-12-12T01:00:00,in transit,2024-12-12T03:59:00,warehouse scan,2024-12-12T11:14:00,export scan,2024-12-12T11:52:00,in transit,2024-12-13T00:01:00,arrival scan,2024-12-13T12:51:00,in transit,2024-12-13T14:36:00,in transit,2024-12-17T07:32:00,arrival scan,2024-12-17T07:32:00,customs clearance in progress,2024-12-23T08:40:00,customs clearance in progress,2024-12-31T06:56:00,released by customs. clearance complete.,2025-01-02T07:29:00,released by customs. clearance complete.,2025-01-03T08:06:00,delivery attempted,2025-01-07T07:20:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9ed7,2875961965,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-07T21:26:00,shipment manifested,2024-12-09T20:03:00,shipment dropped off awaiting carrier collection,2024-12-11T11:39:00,shipment collected,2024-12-11T16:09:00,in transit,2024-12-11T23:23:00,warehouse scan,2024-12-12T01:00:00,in transit,2024-12-12T03:59:00,warehouse scan,2024-12-12T11:14:00,export scan,2024-12-12T11:52:00,in transit,2024-12-13T00:01:00,arrival scan,2024-12-13T12:51:00,in transit,2024-12-13T14:36:00,in transit,2024-12-17T07:32:00,arrival scan,2024-12-17T07:32:00,customs clearance in progress,2024-12-23T08:40:00,customs clearance in progress,2024-12-31T06:56:00,released by customs. clearance complete.,2025-01-02T07:29:00,released by customs. clearance complete.,2025-01-03T08:06:00,delivery attempted,2025-01-07T07:20:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9f2d,3923344064,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-13T01:06:00,warehouse scan,2025-01-13T06:41:00,arrival scan,2025-01-13T06:41:00,export scan,2025-01-13T07:36:00,in transit,2025-01-14T12:08:00,in transit,2025-01-16T08:56:00,arrival scan,2025-01-16T08:57:00,customs clearance in progress,2025-01-16T08:59:00,released by customs. clearance complete.,2025-01-16T09:00:00,arrival at delivery depot,2025-01-16T09:00:00,arrival at delivery depot,2025-01-17T06:42:00,arrival at delivery depot,2025-01-17T06:42:00,arrival at delivery depot,2025-01-18T13:26:00,arrival at delivery depot,2025-01-20T08:28:00,arrival at delivery depot,2025-01-20T08:28:00,arrival at delivery depot,2025-01-20T09:01:00,out for delivery,2025-01-20T09:01:00,out for delivery,2025-01-20T12:33:00,delivery attempted,2025-01-20T12:33:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9f34,086bd00c-04a5-4735-9b80-25d1ec96cf1f-46176,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-13T01:06:00,warehouse scan,2025-01-13T06:41:00,arrival scan,2025-01-13T06:41:00,export scan,2025-01-13T07:36:00,in transit,2025-01-14T12:08:00,in transit,2025-01-16T08:56:00,arrival scan,2025-01-16T08:57:00,customs clearance in progress,2025-01-16T08:59:00,released by customs. clearance complete.,2025-01-16T09:00:00,arrival at delivery depot,2025-01-16T09:00:00,arrival at delivery depot,2025-01-17T06:42:00,arrival at delivery depot,2025-01-17T06:42:00,arrival at delivery depot,2025-01-18T13:26:00,arrival at delivery depot,2025-01-20T08:28:00,arrival at delivery depot,2025-01-20T08:28:00,arrival at delivery depot,2025-01-20T09:01:00,out for delivery,2025-01-20T09:01:00,out for delivery,2025-01-20T12:33:00,delivery attempted,2025-01-20T12:33:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ea019,d8eb2546-76f8-45cf-af9c-57893ae92918-43811,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T10:54:00,shipment manifested,2025-01-14T12:05:00,shipment dropped off awaiting carrier collection,2025-01-14T15:18:00,shipment collected,2025-01-14T17:31:00,in transit,2025-01-15T00:00:00,in transit,2025-01-15T01:13:00,warehouse scan,2025-01-15T02:28:00,warehouse scan,2025-01-15T11:04:00,export scan,2025-01-15T11:32:00,in transit,2025-01-16T00:01:00,arrival scan,2025-01-16T09:53:00,in transit,2025-01-18T04:15:00,in transit,2025-01-20T15:44:00,arrival scan,2025-01-20T15:45:00,customs clearance in progress,2025-01-21T00:17:00,released by customs. clearance complete.,2025-01-21T00:18:00,arrival at delivery depot,2025-01-22T08:23:00,arrival at delivery depot,2025-01-22T13:45:00,out for delivery,2025-01-22T16:01:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a2504,CB3211278,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-21T10:57:00,delivery attempted,2025-01-21T10:57:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a25ff,TI8954842,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-13T12:28:00,delivery attempted,2025-01-13T12:28:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a30ac,TI9560081,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-13T09:34:00,out for delivery,2025-01-13T10:40:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a3bcf,TI1826849,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-23T09:42:00,delivery attempted,2024-12-23T09:42:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a3c27,TI7150543,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T12:27:00,delivery attempted,2025-01-08T12:27:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a555f,TI6874965,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-07T07:57:00,out for delivery,2025-01-07T12:42:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a638e,TI2049514,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-23T09:42:00,delivery attempted,2024-12-23T09:42:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a64c7,TI7212115,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-07T11:29:00,delivery attempted,2025-01-07T11:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a66b2,TI7235076,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-07T12:13:00,delivery attempted,2025-01-07T12:13:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a7f47,TI4871966,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-31T15:57:00,delivery attempted,2024-12-31T15:57:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb010,TI2242747,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-20T13:48:00,in transit,2024-12-20T13:48:00,shipment collected,2024-12-20T17:47:00,in transit,2024-12-20T19:33:56,shipment manifested,2024-12-20T23:29:00,in transit,2024-12-21T03:33:00,warehouse scan,2024-12-21T03:35:00,out for delivery,2024-12-23T10:37:00,delivery attempted,2024-12-23T10:37:00,delivery attempted,2024-12-24T00:05:00,out for delivery,2024-12-24T09:52:00,delivery attempted,2024-12-27T05:06:00,warehouse scan,2024-12-27T05:09:00,out for delivery,2024-12-27T08:08:00,out for delivery,2024-12-27T09:37:00,delivery attempted,2024-12-30T05:39:00,out for delivery,2024-12-30T08:25:00,out for delivery,2024-12-30T10:31:00,delivery attempted,2024-12-31T00:14:00,out for delivery,2024-12-31T07:58:10,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb013,63ce5787-bb81-4783-91c6-a788a690f453-12576,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T07:37:00,in transit,2025-01-15T12:09:00,in transit,2025-01-17T03:56:00,in transit,2025-01-17T06:06:00,additional information required for customs clearance,2025-01-17T06:06:00,customs clearance in progress,2025-01-17T06:06:00,released by customs. clearance complete.,2025-01-17T06:47:00,arrival scan,2025-01-17T09:40:00,arrival at delivery depot,2025-01-17T10:00:00,awaiting further instructions,2025-01-18T16:17:00,customs clearance in progress,2025-01-18T17:17:00,customs clearance in progress,2025-01-18T18:05:00,arrival at delivery depot,2025-01-19T22:40:00,arrival at delivery depot,2025-01-20T09:02:00,out for delivery,2025-01-20T09:02:00,out for delivery,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T13:19:00,delivery attempted,2025-01-20T13:19:00,arrival at delivery depot,2025-01-20T13:19:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb07c,3891552757,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T07:37:00,in transit,2025-01-15T12:09:00,in transit,2025-01-17T03:56:00,in transit,2025-01-17T06:06:00,additional information required for customs clearance,2025-01-17T06:06:00,customs clearance in progress,2025-01-17T06:06:00,released by customs. clearance complete.,2025-01-17T06:47:00,arrival scan,2025-01-17T09:40:00,arrival at delivery depot,2025-01-17T10:00:00,awaiting further instructions,2025-01-18T16:17:00,customs clearance in progress,2025-01-18T17:17:00,customs clearance in progress,2025-01-18T18:05:00,arrival at delivery depot,2025-01-19T22:40:00,arrival at delivery depot,2025-01-20T09:02:00,out for delivery,2025-01-20T09:02:00,out for delivery,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T13:19:00,delivery attempted,2025-01-20T13:19:00,arrival at delivery depot,2025-01-20T13:19:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb0e5,32421979-6618-459a-880d-93c5bb52b64f-62404,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-08T15:07:00,shipment manifested,2025-01-14T11:54:00,shipment collected,2025-01-14T18:38:00,in transit,2025-01-14T23:51:00,warehouse scan,2025-01-15T13:54:00,in transit,2025-01-16T00:00:00,in transit,2025-01-16T01:40:00,warehouse scan,2025-01-16T04:28:00,warehouse scan,2025-01-16T06:30:00,in transit,2025-01-16T06:46:00,valid receiver's tax id required for customs clearance,2025-01-16T11:34:00,arrival scan,2025-01-17T08:18:00,released by customs. clearance complete.,2025-01-18T10:41:00,customs clearance in progress,2025-01-18T12:54:00,in transit,2025-01-18T17:08:00,arrival scan,2025-01-19T18:16:00,in transit,2025-01-20T08:13:00,arrival scan,2025-01-20T08:16:00,in transit,2025-01-20T09:42:00,out for delivery,2025-01-20T10:37:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
