_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan
67d7c107380fe7c6439afe9a,H00FRA0002097315,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-26T10:00:16,shipment manifested,2024-10-29T07:06:00,collection scheduled,2024-10-29T11:30:09,collection failed,2024-10-30T07:12:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439afec9,H00FFA0003183252,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-20T17:49:51,shipment manifested,2024-12-23T07:21:00,collection scheduled,2024-12-23T16:18:45,collection failed,2024-12-24T07:10:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b0296,H00FFA0003096574,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-23T07:34:11,shipment manifested,2024-10-24T08:17:00,collection scheduled,2024-10-24T13:40:32,collection failed,2024-10-26T05:02:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b0377,H00FFA0003198241,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T16:08:26,shipment manifested,2025-01-09T06:08:00,collection scheduled,2025-01-09T11:23:51,collection failed,2025-01-10T05:03:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b046f,H00FFA0003192302,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T23:22:37,shipment manifested,2025-01-03T07:13:00,collection scheduled,2025-01-03T09:08:02,collection failed,2025-01-06T07:27:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b04a5,H00FRA0002185843,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-09T21:35:14,warehouse scan,2025-01-10T02:11:40,warehouse scan,2025-01-10T02:12:40,warehouse scan,2025-01-10T08:11:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b052a,H00FRA0002190161,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-08T09:36:02,shipment manifested,2025-01-09T07:47:00,collection scheduled,2025-01-09T16:41:50,collection failed,2025-01-10T08:04:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b0837,H00FFA0003193746,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-05T07:27:15,shipment manifested,2025-01-06T08:22:00,collection scheduled,2025-01-06T13:32:19,collection failed,2025-01-07T00:12:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b08be,H00FRA0002178381,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-29T17:27:59,shipment manifested,2024-12-30T07:21:00,collection scheduled,2024-12-30T15:11:07,collection failed,2024-12-31T07:24:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b7a82,H00FRA0002186922,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-05T20:17:05,shipment manifested,2025-01-06T07:27:00,collection scheduled,2025-01-06T12:38:42,collection failed. to be rescheduled.,2025-01-07T19:43:24,shipment dropped off awaiting carrier collection,2025-01-08T07:33:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b7af4,H00FRA0002186934,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-05T20:22:45,shipment manifested,2025-01-06T07:27:00,collection scheduled,2025-01-06T12:38:42,collection failed. to be rescheduled.,2025-01-07T19:43:15,shipment dropped off awaiting carrier collection,2025-01-08T07:33:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b95d1,H00FRA0002183801,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-03T13:43:03,shipment manifested,2025-01-04T12:17:59,shipment dropped off awaiting carrier collection,2025-01-04T15:14:38,shipment collected,2025-01-04T17:13:23,warehouse scan,2025-01-06T07:43:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b9fe6,H00FRA0002195539,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-13T10:06:55,shipment manifested,2025-01-14T06:04:00,collection scheduled,2025-01-14T18:00:00,shipment dropped off awaiting carrier collection,2025-01-14T18:57:53,collection failed,2025-01-15T06:04:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439baf1d,H00FRA0002179004,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-30T12:16:47,shipment manifested,2024-12-30T12:33:33,shipment dropped off awaiting carrier collection,2024-12-30T12:40:46,shipment collected,2024-12-30T19:00:16,warehouse scan,2024-12-31T07:13:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439bce92,H00FRA0002188990,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-07T10:04:00,shipment manifested,2025-01-08T08:22:00,collection scheduled,2025-01-09T11:47:56,collection failed. to be rescheduled.,2025-01-09T14:22:24,shipment dropped off awaiting carrier collection,2025-01-10T07:56:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bcfba,H00FRA0002187936,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T16:04:29,shipment manifested,2025-01-07T08:36:00,collection scheduled,2025-01-07T18:06:35,collection failed,2025-01-08T08:22:00,collection scheduled,2025-01-08T21:12:36,collection failed,2025-01-09T07:34:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd286,H00FRA0002097315,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-10-26T10:00:16,shipment manifested,2024-10-29T07:06:00,collection scheduled,2024-10-29T11:30:09,collection failed,2024-10-30T07:12:00,collection scheduled,2024-10-30T09:35:29,collection failed,2024-10-31T07:10:00,collection scheduled,,,,,,,,,,,,,,,,,,,,,,,,
