_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan
67d7c10b380fe7c6439ec080,3316187c-cbea-45ca-97a8-29eb9fac485c-14644,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-10-15T20:00:59,shipment manifested,2024-10-16T13:56:00,shipment collected,2024-10-16T16:51:00,in transit,2024-10-16T16:51:00,in transit,2024-10-16T19:07:00,in transit,2024-10-16T20:09:00,warehouse scan,2024-10-17T02:22:00,in transit,2024-10-17T03:31:00,in transit,2024-10-17T04:23:00,in transit,2024-10-17T12:00:00,warehouse scan,2024-10-17T14:29:00,in transit,2024-10-17T16:38:00,in transit,2024-10-17T19:25:00,warehouse scan,2024-10-18T02:43:00,in transit,2024-10-18T03:28:00,in transit,2024-10-19T02:27:00,in transit,2024-10-19T09:26:00,warehouse scan,2024-10-19T09:49:00,in transit,2024-10-20T17:09:00,in transit,2024-10-20T17:09:00,in transit,2024-10-20T17:38:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec08d,3316187c-cbea-45ca-97a8-29eb9fac485c-22137,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-10-15T20:00:59,shipment manifested,2024-10-16T13:56:00,shipment collected,2024-10-16T17:08:00,in transit,2024-10-16T17:08:00,in transit,2024-10-16T19:07:00,in transit,2024-10-16T20:09:00,warehouse scan,2024-10-17T02:22:00,in transit,2024-10-17T03:31:00,in transit,2024-10-17T04:23:00,in transit,2024-10-17T12:00:00,warehouse scan,2024-10-17T14:22:00,in transit,2024-10-17T16:34:00,in transit,2024-10-17T19:25:00,warehouse scan,2024-10-18T02:43:00,in transit,2024-10-18T03:28:00,in transit,2024-10-19T02:27:00,in transit,2024-10-19T09:26:00,warehouse scan,2024-10-19T09:49:00,in transit,2024-10-20T15:46:00,in transit,2024-10-20T15:46:00,in transit,2024-10-20T17:38:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec191,ea7d42d0-16e8-47c8-9c34-1a6cd6db320e-18874,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-30T23:45:00,in transit,2025-01-02T02:40:00,in transit,2025-01-02T14:10:00,in transit,2025-01-02T15:00:00,warehouse scan,2025-01-02T16:42:00,in transit,2025-01-03T02:42:00,in transit,2025-01-03T11:08:00,in transit,2025-01-04T14:02:00,warehouse scan,2025-01-05T12:01:00,in transit,2025-01-05T17:22:00,in transit,2025-01-05T17:22:00,in transit,2025-01-06T00:35:00,warehouse scan,2025-01-06T00:35:00,warehouse scan,2025-01-06T11:30:00,in transit,2025-01-06T11:30:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:26:00,customs clearance delay,2025-01-07T05:26:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec1cc,e30a8fd8-b5a4-4220-93ca-6a136aeb7ed5-57441,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-30T23:45:00,in transit,2025-01-02T02:40:00,in transit,2025-01-02T14:10:00,in transit,2025-01-02T15:00:00,warehouse scan,2025-01-02T15:32:00,in transit,2025-01-02T17:18:00,in transit,2025-01-03T11:04:00,in transit,2025-01-04T14:02:00,warehouse scan,2025-01-05T12:01:00,in transit,2025-01-05T17:29:00,in transit,2025-01-05T17:29:00,in transit,2025-01-06T00:35:00,warehouse scan,2025-01-06T00:35:00,warehouse scan,2025-01-06T11:30:00,in transit,2025-01-06T11:30:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:05:00,in transit,2025-01-07T05:26:00,customs clearance delay,2025-01-07T05:26:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec2ab,d3d4f2e0-993d-47d9-a722-24ce32256dd7-79301,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-02T22:24:39,shipment manifested,2024-12-03T11:42:00,shipment dropped off awaiting carrier collection,2024-12-03T14:28:00,shipment collected,2024-12-03T19:07:00,in transit,2024-12-03T22:14:00,warehouse scan,2024-12-03T23:21:00,in transit,2024-12-03T23:21:00,released by customs. clearance complete.,2024-12-04T02:31:00,in transit,2024-12-04T03:12:00,in transit,2024-12-07T07:46:00,in transit,2024-12-07T19:57:00,warehouse scan,2024-12-08T22:42:00,in transit,2024-12-09T18:31:00,customs clearance delay,2024-12-09T20:35:00,in transit,2024-12-09T20:35:00,in transit,2024-12-09T20:46:00,in transit,2024-12-09T20:46:00,in transit,2024-12-09T23:18:00,in transit,2024-12-09T23:18:00,in transit,2024-12-10T06:49:00,customs clearance delay,2024-12-10T06:49:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec2c6,8cebb31d-0418-487b-8acf-fc156d406681-46665,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-31T09:29:53,shipment manifested,2025-01-02T17:58:00,shipment collected,2025-01-02T17:58:00,in transit,2025-01-03T02:20:00,in transit,2025-01-03T03:18:00,in transit,2025-01-03T15:00:00,warehouse scan,2025-01-03T17:04:00,in transit,2025-01-03T21:35:00,in transit,2025-01-03T22:56:00,in transit,2025-01-04T08:00:00,warehouse scan,2025-01-04T09:06:00,in transit,2025-01-05T09:22:00,in transit,2025-01-05T09:42:00,in transit,2025-01-05T17:32:00,warehouse scan,2025-01-06T20:25:00,warehouse scan,2025-01-07T03:09:00,in transit,2025-01-07T03:51:00,in transit,2025-01-07T15:45:00,warehouse scan,2025-01-07T21:17:00,in transit,2025-01-07T21:25:00,in transit,2025-01-07T21:52:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec2e3,8cebb31d-0418-487b-8acf-fc156d406681-19363,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-31T09:29:53,shipment manifested,2025-01-03T02:20:00,in transit,2025-01-03T03:18:00,in transit,2025-01-03T15:00:00,warehouse scan,2025-01-03T17:06:00,in transit,2025-01-03T21:35:00,in transit,2025-01-03T22:56:00,in transit,2025-01-04T08:00:00,warehouse scan,2025-01-04T08:53:00,in transit,2025-01-05T09:22:00,in transit,2025-01-05T09:42:00,in transit,2025-01-05T17:32:00,warehouse scan,2025-01-06T20:25:00,warehouse scan,2025-01-07T03:09:00,in transit,2025-01-07T03:51:00,in transit,2025-01-07T15:45:00,warehouse scan,2025-01-07T21:17:00,in transit,2025-01-07T21:25:00,in transit,2025-01-08T02:04:00,warehouse scan,2025-01-08T03:16:00,in transit,2025-01-08T05:52:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec37d,5f78e8de-297a-4dba-9dd7-cff7a78aaf02-28440,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-20T16:20:13,shipment manifested,2024-12-23T05:10:00,customs clearance delay,2024-12-23T23:19:00,warehouse scan,2024-12-23T23:30:00,in transit,2024-12-23T23:30:00,released by customs. clearance complete.,2024-12-24T03:00:00,in transit,2024-12-27T03:09:00,in transit,2024-12-30T19:33:00,in transit,2024-12-30T19:39:00,in transit,2024-12-31T00:39:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T11:03:00,customs clearance delay,2025-01-01T11:03:00,customs clearance delay,2025-01-01T20:58:00,in transit,2025-01-01T20:58:00,in transit,2025-01-02T18:50:00,in transit,2025-01-02T18:50:00,in transit,2025-01-02T18:51:00,warehouse scan,2025-01-02T18:51:00,warehouse scan,2025-01-02T19:59:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec4bb,e2177160-cd0b-4781-baf6-adb8bf7a2f42-72626,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-09-23T18:31:30,shipment manifested,2024-09-23T18:33:00,shipment dropped off awaiting carrier collection,2024-09-24T14:58:00,shipment collected,2024-09-24T17:36:00,in transit,2024-09-25T16:43:00,in transit,2024-09-25T17:56:00,in transit,2024-09-27T01:30:00,warehouse scan,2024-09-27T02:55:00,warehouse scan,2024-09-28T02:50:00,warehouse scan,2024-09-28T21:44:00,in transit,2024-09-28T21:49:00,in transit,2024-09-30T10:15:00,in transit,2024-09-30T20:29:00,in transit,2024-09-30T20:34:00,in transit,2024-09-30T20:34:00,in transit,2024-09-30T21:46:00,warehouse scan,2024-09-30T21:46:00,warehouse scan,2024-09-30T21:47:00,in transit,2024-09-30T21:47:00,in transit,2024-10-01T05:10:00,customs clearance delay,2024-10-01T05:10:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec4cb,e24b7223-042e-49a9-98f0-2183b36410da-18283,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-17T13:33:47,shipment manifested,2024-12-18T13:16:00,shipment dropped off awaiting carrier collection,2024-12-18T14:25:00,shipment collected,2024-12-18T18:04:00,in transit,2024-12-18T20:56:00,warehouse scan,2024-12-19T02:47:00,in transit,2024-12-19T02:47:00,released by customs. clearance complete.,2024-12-19T03:59:00,in transit,2024-12-19T05:04:00,in transit,2024-12-19T12:30:00,warehouse scan,2024-12-19T15:56:00,in transit,2024-12-19T15:58:00,in transit,2024-12-19T17:01:00,in transit,2024-12-23T01:30:00,in transit,2024-12-23T02:34:00,in transit,2024-12-24T01:29:00,in transit,2024-12-24T01:30:00,warehouse scan,2024-12-26T19:32:00,customs clearance delay,2025-01-02T18:51:00,customs clearance in progress,2025-01-03T01:17:00,warehouse scan,2025-01-06T00:35:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ecdef,3316187c-cbea-45ca-97a8-29eb9fac485c-95878,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-10-15T20:00:59,shipment manifested,2024-10-16T13:56:00,shipment collected,2024-10-16T16:51:00,in transit,2024-10-16T16:51:00,in transit,2024-10-16T20:09:00,warehouse scan,2024-10-17T02:21:00,in transit,2024-10-17T03:31:00,in transit,2024-10-17T04:23:00,in transit,2024-10-17T12:00:00,warehouse scan,2024-10-17T14:22:00,in transit,2024-10-17T16:06:00,in transit,2024-10-17T19:25:00,warehouse scan,2024-10-18T02:43:00,in transit,2024-10-18T03:28:00,in transit,2024-10-19T02:27:00,in transit,2024-10-19T09:26:00,warehouse scan,2024-10-19T09:49:00,in transit,2024-10-20T17:09:00,in transit,2024-10-20T17:09:00,in transit,2024-10-20T17:38:00,customs clearance delay,2024-10-21T06:24:00,warehouse scan,2025-01-07T08:35:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eceaf,a3bd09b4-0d60-4ef8-80e5-53af33ee3da6-60006,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-11-06T22:13:50,shipment manifested,2024-11-07T15:20:00,shipment collected,2024-11-07T18:10:00,shipment collected,2024-11-07T18:10:00,in transit,2024-11-07T22:40:00,warehouse scan,2024-11-08T02:44:00,in transit,2024-11-08T03:09:00,in transit,2024-11-08T06:21:00,in transit,2024-11-08T07:10:00,warehouse scan,2024-11-08T08:34:00,in transit,2024-11-08T17:52:00,warehouse scan,2024-11-08T20:35:00,in transit,2024-11-08T22:00:00,warehouse scan,2024-11-09T03:58:00,warehouse scan,2024-11-09T22:33:00,in transit,2024-11-09T23:04:00,in transit,2024-11-10T20:26:00,in transit,2024-11-10T20:51:00,customs clearance delay,2024-11-10T21:54:00,in transit,2024-11-11T11:23:00,in transit,2024-11-11T21:27:00,warehouse scan,2024-11-12T18:01:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ecfd2,0abd5284-584f-452d-85de-18afa3752889-55386,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-19T17:25:31,shipment manifested,2024-12-20T14:59:00,shipment collected,2024-12-20T21:35:00,in transit,2024-12-21T01:35:00,in transit,2024-12-24T02:30:00,warehouse scan,2024-12-24T02:30:00,in transit,2024-12-24T04:17:00,warehouse scan,2024-12-25T02:30:00,in transit,2024-12-25T02:30:00,warehouse scan,2024-12-25T02:58:00,warehouse scan,2024-12-25T05:18:00,in transit,2024-12-25T19:44:00,warehouse scan,2024-12-26T06:32:00,in transit,2024-12-26T18:50:00,warehouse scan,2024-12-26T23:40:00,in transit,2024-12-27T19:39:00,in transit,2024-12-28T22:48:00,in transit,2024-12-29T19:39:00,customs clearance delay,2024-12-29T22:35:00,warehouse scan,2024-12-29T22:35:00,in transit,2024-12-29T22:38:00,in transit,2024-12-30T04:00:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed065,d36f542c-b74b-4534-a2ae-24b100854427-81463,fede808b-fbf4-449c-8816-41aae5aa62ec,2025-01-08T01:19:50,shipment manifested,2025-01-09T11:31:00,shipment collected,2025-01-09T18:15:00,in transit,2025-01-09T18:15:00,in transit,2025-01-09T21:11:00,warehouse scan,2025-01-10T02:40:00,in transit,2025-01-10T02:40:00,released by customs. clearance complete.,2025-01-10T03:54:00,in transit,2025-01-10T04:57:00,in transit,2025-01-10T13:00:00,warehouse scan,2025-01-10T15:50:00,in transit,2025-01-10T15:51:00,in transit,2025-01-10T18:19:00,in transit,2025-01-10T21:00:00,customs clearance delay,2025-01-10T22:29:00,in transit,2025-01-11T03:22:00,in transit,2025-01-12T17:29:00,in transit,2025-01-13T05:45:00,customs clearance delay,2025-01-16T00:51:00,warehouse scan,2025-01-16T12:30:00,in transit,2025-01-17T05:47:00,in transit,2025-01-17T05:50:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed06b,5f78e8de-297a-4dba-9dd7-cff7a78aaf02-68471,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-29T00:40:00,in transit,2024-12-29T10:04:00,customs clearance delay,2024-12-29T11:39:00,in transit,2024-12-29T11:43:00,customs clearance delay,2024-12-29T11:57:00,in transit,2024-12-29T16:01:00,warehouse scan,2024-12-29T20:22:00,warehouse scan,2024-12-30T19:33:00,in transit,2024-12-30T19:33:00,in transit,2024-12-30T19:39:00,in transit,2024-12-30T19:39:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T11:03:00,customs clearance delay,2025-01-01T11:03:00,customs clearance delay,2025-01-01T20:58:00,in transit,2025-01-01T20:58:00,in transit,2025-01-02T18:51:00,in transit,2025-01-02T18:51:00,in transit,2025-01-02T18:52:00,warehouse scan,2025-01-02T18:52:00,warehouse scan,2025-01-02T19:59:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed071,5f78e8de-297a-4dba-9dd7-cff7a78aaf02-28440,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-20T16:20:13,shipment manifested,2024-12-23T05:10:00,customs clearance delay,2024-12-23T23:19:00,warehouse scan,2024-12-23T23:30:00,in transit,2024-12-23T23:30:00,released by customs. clearance complete.,2024-12-24T03:00:00,in transit,2024-12-27T03:09:00,in transit,2024-12-30T19:33:00,in transit,2024-12-30T19:39:00,in transit,2024-12-31T00:39:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T11:03:00,customs clearance delay,2025-01-01T11:03:00,customs clearance delay,2025-01-01T20:58:00,in transit,2025-01-01T20:58:00,in transit,2025-01-02T18:50:00,in transit,2025-01-02T18:50:00,in transit,2025-01-02T18:51:00,warehouse scan,2025-01-02T18:51:00,warehouse scan,2025-01-02T19:59:00,customs clearance delay,2025-01-02T19:59:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed20c,29dfecff-62f6-4950-b1e4-896772b660c0-17423,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-12T15:54:20,shipment manifested,2024-12-13T14:06:00,shipment collected,2024-12-13T16:47:00,in transit,2024-12-14T12:45:00,warehouse scan,2024-12-16T17:28:00,warehouse scan,2024-12-17T17:23:00,warehouse scan,2024-12-18T17:37:00,in transit,2024-12-18T17:38:00,in transit,2024-12-18T22:45:00,in transit,2024-12-22T09:00:00,warehouse scan,2024-12-22T19:58:00,warehouse scan,2024-12-23T22:00:00,in transit,2024-12-23T22:00:00,warehouse scan,2024-12-24T02:30:00,warehouse scan,2024-12-24T04:17:00,warehouse scan,2024-12-24T22:00:00,in transit,2024-12-25T02:58:00,warehouse scan,2024-12-25T19:25:00,in transit,2024-12-25T20:07:00,in transit,2024-12-26T05:21:00,warehouse scan,2024-12-26T16:13:00,in transit,2024-12-26T16:37:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed3ab,1Z7E524X0497765530,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-08T22:30:00,in transit,2025-01-08T23:43:00,in transit,2025-01-09T03:00:00,in transit,2025-01-09T08:12:00,delay due to adverse weather conditions,2025-01-09T10:10:00,in transit,2025-01-09T11:39:29,in transit,2025-01-09T12:42:18,in transit,2025-01-09T13:04:19,new instructions received - we updated the delivery information for your package,2025-01-09T13:40:18,shipment on hold after request,2025-01-09T14:48:06,new instructions received - we updated the delivery information for your package,2025-01-10T02:14:00,in transit,2025-01-10T02:35:00,in transit,2025-01-10T10:05:45,in transit,2025-01-10T10:45:36,out for delivery,2025-01-10T14:23:12,out for delivery,2025-01-10T14:23:12,out for delivery,2025-01-10T15:37:25,delivered,2025-01-10T15:37:25,delivered,2025-01-10T16:06:22,rescheduled delivery due to updated address,2025-01-10T16:06:22,customs clearance delay,2025-01-10T16:06:22,rescheduled delivery due to updated address,2025-01-10T16:06:22,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439ed944,3316187c-cbea-45ca-97a8-29eb9fac485c-14644,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-10-15T20:00:59,shipment manifested,2024-10-16T13:56:00,shipment collected,2024-10-16T16:51:00,in transit,2024-10-16T16:51:00,in transit,2024-10-16T19:07:00,in transit,2024-10-16T20:09:00,warehouse scan,2024-10-17T02:22:00,in transit,2024-10-17T03:31:00,in transit,2024-10-17T04:23:00,in transit,2024-10-17T12:00:00,warehouse scan,2024-10-17T14:29:00,in transit,2024-10-17T16:38:00,in transit,2024-10-17T19:25:00,warehouse scan,2024-10-18T02:43:00,in transit,2024-10-18T03:28:00,in transit,2024-10-19T02:27:00,in transit,2024-10-19T09:26:00,warehouse scan,2024-10-19T09:49:00,in transit,2024-10-20T17:09:00,in transit,2024-10-20T17:09:00,in transit,2024-10-20T17:38:00,customs clearance delay,2024-10-21T06:24:00,warehouse scan,2025-01-07T08:35:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439ed98d,2eab4efa-8d91-458c-a9ff-b8dc4b3a9318-96799,fede808b-fbf4-449c-8816-41aae5aa62ec,2025-01-05T21:13:57,shipment manifested,2025-01-06T15:38:00,shipment collected,2025-01-06T16:52:00,in transit,2025-01-06T16:52:00,released by customs. clearance complete.,2025-01-07T15:18:00,in transit,2025-01-07T19:39:00,in transit,2025-01-07T20:31:00,warehouse scan,2025-01-07T22:35:00,in transit,2025-01-07T22:47:00,in transit,2025-01-07T23:39:00,warehouse scan,2025-01-08T01:47:00,in transit,2025-01-08T03:32:00,in transit,2025-01-08T13:57:00,in transit,2025-01-09T12:49:00,warehouse scan,2025-01-09T21:04:00,warehouse scan,2025-01-09T21:05:00,in transit,2025-01-10T00:29:00,warehouse scan,2025-01-10T04:43:00,in transit,2025-01-10T08:21:00,in transit,2025-01-10T13:03:00,in transit,2025-01-11T03:25:00,in transit,2025-01-11T03:25:00,warehouse scan,2025-01-11T10:53:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439ed9fa,3b74c1fd-16e4-4b90-bd30-952e63cbddab-16807,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-11T16:25:53,shipment manifested,2024-12-12T11:21:00,shipment collected,2024-12-12T16:23:00,in transit,2024-12-13T03:15:00,in transit,2024-12-13T03:15:00,released by customs. clearance complete.,2024-12-13T04:40:00,in transit,2024-12-13T05:19:00,in transit,2024-12-13T13:00:00,warehouse scan,2024-12-13T14:37:00,in transit,2024-12-13T15:10:00,in transit,2024-12-13T17:18:00,in transit,2024-12-13T20:17:00,warehouse scan,2024-12-14T04:04:00,warehouse scan,2024-12-14T22:00:00,in transit,2024-12-14T22:00:00,warehouse scan,2024-12-15T03:36:00,warehouse scan,2024-12-16T16:07:00,in transit,2024-12-16T16:26:00,in transit,2024-12-19T01:34:00,in transit,2024-12-19T01:35:00,warehouse scan,2024-12-19T01:36:00,customs clearance in progress,2024-12-19T19:18:00,warehouse scan,2024-12-19T19:21:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439eda9f,8cebb31d-0418-487b-8acf-fc156d406681-45423,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-31T09:29:52,shipment manifested,2025-01-02T18:01:00,shipment collected,2025-01-02T18:01:00,in transit,2025-01-03T02:20:00,in transit,2025-01-03T03:18:00,in transit,2025-01-03T15:00:00,warehouse scan,2025-01-03T17:07:00,in transit,2025-01-03T21:35:00,in transit,2025-01-03T22:56:00,in transit,2025-01-04T08:00:00,warehouse scan,2025-01-04T08:43:00,in transit,2025-01-05T09:22:00,in transit,2025-01-05T09:42:00,in transit,2025-01-05T17:32:00,warehouse scan,2025-01-06T20:25:00,warehouse scan,2025-01-07T03:09:00,in transit,2025-01-07T03:51:00,in transit,2025-01-07T15:45:00,warehouse scan,2025-01-07T21:17:00,in transit,2025-01-07T21:25:00,in transit,2025-01-08T02:04:00,warehouse scan,2025-01-08T03:06:00,in transit,2025-01-08T05:52:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439edaa5,8cebb31d-0418-487b-8acf-fc156d406681-91334,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-31T09:29:52,shipment manifested,2025-01-02T17:59:00,shipment collected,2025-01-02T17:59:00,in transit,2025-01-03T02:20:00,in transit,2025-01-03T03:18:00,in transit,2025-01-03T15:00:00,warehouse scan,2025-01-03T17:07:00,in transit,2025-01-03T21:35:00,in transit,2025-01-03T22:56:00,in transit,2025-01-04T08:00:00,warehouse scan,2025-01-04T08:44:00,in transit,2025-01-05T09:22:00,in transit,2025-01-05T09:42:00,in transit,2025-01-05T17:32:00,warehouse scan,2025-01-06T20:25:00,warehouse scan,2025-01-07T03:09:00,in transit,2025-01-07T03:51:00,in transit,2025-01-07T15:45:00,warehouse scan,2025-01-07T21:17:00,in transit,2025-01-07T21:25:00,in transit,2025-01-08T02:04:00,warehouse scan,2025-01-08T03:16:00,in transit,2025-01-08T05:52:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439edac0,8cebb31d-0418-487b-8acf-fc156d406681-27892,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-31T09:29:52,shipment manifested,2025-01-02T18:01:00,shipment collected,2025-01-02T18:01:00,in transit,2025-01-03T02:20:00,in transit,2025-01-03T03:18:00,in transit,2025-01-03T15:00:00,warehouse scan,2025-01-03T17:07:00,in transit,2025-01-03T21:35:00,in transit,2025-01-03T22:56:00,in transit,2025-01-04T08:00:00,warehouse scan,2025-01-04T09:11:00,in transit,2025-01-05T09:22:00,in transit,2025-01-05T09:42:00,in transit,2025-01-05T17:32:00,warehouse scan,2025-01-06T20:25:00,warehouse scan,2025-01-07T03:09:00,in transit,2025-01-07T03:51:00,in transit,2025-01-07T15:45:00,warehouse scan,2025-01-07T21:17:00,in transit,2025-01-07T21:25:00,in transit,2025-01-08T02:04:00,warehouse scan,2025-01-08T03:03:00,in transit,2025-01-08T05:52:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439edb4d,5f78e8de-297a-4dba-9dd7-cff7a78aaf02-68471,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-29T00:40:00,in transit,2024-12-29T10:04:00,customs clearance delay,2024-12-29T11:39:00,in transit,2024-12-29T11:43:00,customs clearance delay,2024-12-29T11:57:00,in transit,2024-12-29T16:01:00,warehouse scan,2024-12-29T20:22:00,warehouse scan,2024-12-30T19:33:00,in transit,2024-12-30T19:33:00,in transit,2024-12-30T19:39:00,in transit,2024-12-30T19:39:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T01:55:00,in transit,2025-01-01T11:03:00,customs clearance delay,2025-01-01T11:03:00,customs clearance delay,2025-01-01T20:58:00,in transit,2025-01-01T20:58:00,in transit,2025-01-02T18:51:00,in transit,2025-01-02T18:51:00,in transit,2025-01-02T18:52:00,warehouse scan,2025-01-02T18:52:00,warehouse scan,2025-01-02T19:59:00,customs clearance delay,2025-01-02T19:59:00,customs clearance delay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
