_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan
67d7c107380fe7c6439afc38,1Z7E524X0497749549,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-18T18:00:39,shipment manifested,2024-12-19T07:43:00,shipment dropped off awaiting carrier collection,2024-12-19T07:43:47,shipment dropped off awaiting carrier collection,2024-12-19T14:27:29,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6645,TI7096621,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-06T00:00:00,shipment manifested,2025-01-06T15:20:00,in transit,2025-01-06T15:20:00,shipment collected,2025-01-06T16:43:00,in transit,2025-01-06T17:23:24,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6675,7bde434c-8603-40f2-98e3-9b69fb341b82-44221,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-27T03:25:53,shipment manifested,2024-12-27T12:30:00,shipment dropped off awaiting carrier collection,2024-12-30T13:01:00,shipment collected,2024-12-31T18:27:00,warehouse scan,2025-01-02T17:26:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6683,H00FFA0003186880,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T10:09:30,shipment manifested,2024-12-29T10:28:32,shipment dropped off awaiting carrier collection,2024-12-30T07:21:00,collection scheduled,2024-12-30T16:41:54,shipment collected,2024-12-31T13:44:11,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b668a,H00FRA0002176503,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T11:07:33,shipment manifested,2024-12-30T07:11:00,collection scheduled,2024-12-30T13:09:48,collection failed,2024-12-30T14:16:22,shipment dropped off awaiting carrier collection,2024-12-30T15:34:25,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b66f5,H00FRA0002177074,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-27T17:26:58,shipment manifested,2024-12-29T11:37:33,shipment dropped off awaiting carrier collection,2024-12-30T07:45:00,collection scheduled,2024-12-30T13:39:55,not collected,2024-12-30T14:11:50,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6732,f7e987b5-b4f6-4b9c-870e-a20e0caca2f3-11403,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-28T11:05:02,shipment manifested,2024-12-30T10:49:00,shipment dropped off awaiting carrier collection,2024-12-31T15:00:00,shipment collected,2024-12-31T15:01:00,warehouse scan,2025-01-02T16:02:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6833,1Z7E524X0492984722,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-05T13:56:49,shipment manifested,2025-01-05T19:24:00,shipment dropped off awaiting carrier collection,2025-01-05T19:24:07,shipment dropped off awaiting carrier collection,2025-01-06T01:56:44,internal activity scan,2025-01-06T12:32:10,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b68eb,H00FFA0003183252,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-20T17:49:51,shipment manifested,2024-12-23T07:21:00,collection scheduled,2024-12-23T16:18:45,collection failed,2024-12-24T07:10:00,collection scheduled,2024-12-24T13:19:41,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b68fe,3082f936-2939-427a-9a83-c04998883b7f-70749,fede808b-fbf4-449c-8816-41aae5aa62ec,2024-12-30T00:31:34,shipment manifested,2024-12-30T12:34:00,shipment dropped off awaiting carrier collection,2024-12-31T14:41:00,shipment collected,2024-12-31T17:31:00,warehouse scan,2025-01-02T18:07:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439b6973,H00FRA0002182087,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-02T08:41:05,shipment manifested,2025-01-02T16:44:58,shipment dropped off awaiting carrier collection,2025-01-03T07:49:00,collection scheduled,2025-01-03T09:12:13,collection failed,2025-01-03T12:11:21,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd15f,TI5773112,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-02T00:00:00,shipment manifested,2025-01-02T15:30:00,in transit,2025-01-02T15:30:00,shipment collected,2025-01-02T15:47:00,in transit,2025-01-03T10:04:00,in transit,2025-01-03T16:59:28,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd1ec,1Z7E524X0495304540,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T16:25:25,shipment manifested,2024-12-20T20:07:17,additional information required for customs clearance,2024-12-20T20:07:18,internal activity scan,2024-12-20T20:07:58,additional information required for customs clearance,2024-12-20T20:07:59,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-23T13:58:47,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd248,1Z7E524X0496776762,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T16:25:25,shipment manifested,2024-12-20T20:07:17,additional information required for customs clearance,2024-12-20T20:07:18,internal activity scan,2024-12-20T20:07:58,additional information required for customs clearance,2024-12-20T20:07:59,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-23T13:58:47,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd25b,1Z7E524X0499192593,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T16:25:25,shipment manifested,2024-12-20T20:07:17,additional information required for customs clearance,2024-12-20T20:07:18,internal activity scan,2024-12-20T20:07:58,additional information required for customs clearance,2024-12-20T20:07:59,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-23T13:58:47,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd26a,1Z7E524X0499454372,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T16:25:25,shipment manifested,2024-12-20T20:07:17,additional information required for customs clearance,2024-12-20T20:07:18,internal activity scan,2024-12-20T20:07:58,additional information required for customs clearance,2024-12-20T20:07:59,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-23T13:58:47,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd26b,1Z7E524X0498774813,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T16:25:25,shipment manifested,2024-12-20T20:07:17,additional information required for customs clearance,2024-12-20T20:07:18,internal activity scan,2024-12-20T20:07:58,additional information required for customs clearance,2024-12-20T20:07:59,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-23T13:58:47,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd271,1Z7E524X0499892989,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T16:25:25,shipment manifested,2024-12-20T20:07:17,additional information required for customs clearance,2024-12-20T20:07:18,internal activity scan,2024-12-20T20:07:58,additional information required for customs clearance,2024-12-20T20:07:59,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-23T13:58:47,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd5ef,TI5503265,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-31T00:00:00,shipment manifested,2025-01-02T13:49:00,in transit,2025-01-02T13:49:00,shipment collected,2025-01-02T17:10:00,in transit,2025-01-03T14:29:00,in transit,2025-01-03T16:56:22,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd674,319f7dfd-8365-4d27-ba83-2cdbaf8df283-89999,fede808b-fbf4-449c-8816-41aae5aa62ec,2025-01-02T15:15:34,shipment manifested,2025-01-02T16:26:00,shipment dropped off awaiting carrier collection,2025-01-03T13:43:00,shipment collected,2025-01-03T16:02:00,warehouse scan,2025-01-03T19:37:00,in transit,2025-01-06T13:40:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439bd681,b5ae0315-c852-4f95-8c0a-b22f29df764e-58819,fede808b-fbf4-449c-8816-41aae5aa62ec,2025-01-07T15:53:21,shipment manifested,2025-01-08T16:06:00,shipment collected,2025-01-08T16:15:00,to be delivered today,2025-01-08T18:15:00,warehouse scan,2025-01-08T18:16:00,in transit,2025-01-09T11:44:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c4343,TI5505751,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-31T00:00:00,shipment manifested,2025-01-02T19:12:00,in transit,2025-01-02T19:12:00,in transit,2025-01-02T23:09:00,in transit,2025-01-03T05:23:00,out for delivery,2025-01-03T05:23:00,warehouse scan,2025-01-03T10:14:42,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c4610,TI5605975,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-31T00:00:00,shipment manifested,2024-12-31T15:14:00,in transit,2024-12-31T15:14:00,shipment collected,2025-01-02T00:15:00,warehouse scan,2025-01-02T05:54:53,carrier misrouted the shipment - corrective action underway,2025-01-02T05:54:57,carrier misrouted the shipment - corrective action underway,2025-01-02T16:49:52,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c50c2,TE3637091,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-10-14T00:00:00,shipment manifested,2024-10-16T20:27:00,in transit,2024-10-16T20:27:00,in transit,2024-10-17T01:10:00,in transit,2024-10-17T05:59:00,warehouse scan,2024-10-17T06:04:00,out for delivery,2024-10-25T16:40:29,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c5333,TE5193722,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-10-15T00:00:00,shipment manifested,2024-10-16T15:16:00,in transit,2024-10-16T15:16:00,shipment collected,2024-10-16T16:27:00,in transit,2024-10-17T06:01:00,out for delivery,2024-10-17T06:01:00,warehouse scan,2024-11-04T11:00:16,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c54b4,JD014600011932691316,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-06T17:26:23,in transit,2025-01-06T20:29:58,in transit,2025-01-08T01:17:00,in transit,2025-01-08T08:35:00,shipment on hold,2025-01-08T23:37:54,in transit,2025-01-09T06:26:58,in transit,2025-01-09T12:55:41,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c598f,1Z7E524X9992599891,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-15T16:27:23,shipment manifested,2024-10-16T11:19:37,return label left with the receiver,2024-10-25T12:55:37,shipment collected,2024-10-25T17:01:45,in transit,2024-10-25T18:15:00,in transit,2024-10-28T03:47:00,in transit,2024-10-28T11:14:43,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c5acb,TI8775364,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-09T15:25:00,in transit,2025-01-09T15:25:00,shipment collected,2025-01-09T16:30:00,in transit,2025-01-10T01:46:00,warehouse scan,2025-01-10T01:54:00,out for delivery,2025-01-10T16:43:18,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c5d68,457df4fb-07ab-4d1b-ae02-cd049a54b85d-42095,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-07-31T13:23:00,valid receiver's tax id required for customs clearance,2024-08-01T12:12:00,valid receiver's tax id required for customs clearance,2024-08-02T09:04:00,valid receiver's tax id required for customs clearance,2024-08-05T16:33:00,additional information required for customs clearance,2024-08-14T16:45:00,additional information required for customs clearance,2024-09-16T09:01:00,additional information required for customs clearance,2024-09-17T15:16:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c5d69,4172599600,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-07-31T13:23:00,valid receiver's tax id required for customs clearance,2024-08-01T12:12:00,valid receiver's tax id required for customs clearance,2024-08-02T09:04:00,valid receiver's tax id required for customs clearance,2024-08-05T16:33:00,additional information required for customs clearance,2024-08-14T16:45:00,additional information required for customs clearance,2024-09-16T09:01:00,additional information required for customs clearance,2024-09-17T15:16:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c108380fe7c6439c607e,TI7572555,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-06T00:00:00,shipment manifested,2025-01-07T00:02:00,in transit,2025-01-07T00:02:00,in transit,2025-01-07T04:42:00,warehouse scan,2025-01-07T04:43:00,out for delivery,2025-01-07T07:48:00,out for delivery,2025-01-07T12:43:29,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439c9e7d,H00FRA0002187936,6e28e500-05f1-4745-9878-e4952ac9afeb,2025-01-06T16:04:29,shipment manifested,2025-01-07T08:36:00,collection scheduled,2025-01-07T18:06:35,collection failed,2025-01-08T08:22:00,collection scheduled,2025-01-08T21:12:36,collection failed,2025-01-09T07:34:00,collection scheduled,2025-01-09T16:16:18,shipment dropped off awaiting carrier collection,2025-01-09T17:41:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439ca56b,TI8593137,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-08T16:17:00,in transit,2025-01-08T16:17:00,shipment collected,2025-01-09T08:41:00,warehouse scan,2025-01-09T23:24:00,warehouse scan,2025-01-10T00:38:00,out for delivery,2025-01-10T12:11:00,delivered,2025-01-10T17:22:02,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cadff,TI6579340,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-03T00:00:00,shipment manifested,2025-01-03T09:58:00,in transit,2025-01-03T09:58:00,shipment collected,2025-01-03T15:58:00,shipment collected,2025-01-04T05:03:00,warehouse scan,2025-01-04T05:05:00,out for delivery,2025-01-06T08:24:00,out for delivery,2025-01-06T10:06:11,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cae4c,TI6731476,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-03T00:00:00,shipment manifested,2025-01-03T14:42:00,in transit,2025-01-03T14:42:00,shipment collected,2025-01-03T17:48:00,in transit,2025-01-03T21:38:52,in transit,2025-01-04T01:54:00,out for delivery,2025-01-04T01:54:00,warehouse scan,2025-01-04T16:49:11,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439caf70,6bf288f9-117d-4486-af52-9a69ac428135-87781,fede808b-fbf4-449c-8816-41aae5aa62ec,2025-01-12T06:49:46,shipment manifested,2025-01-15T20:04:00,in transit,2025-01-15T20:21:00,customs clearance delay,2025-01-16T01:51:00,in transit,2025-01-16T01:51:00,released by customs. clearance complete.,2025-01-16T04:21:00,in transit,2025-01-16T04:52:00,in transit,2025-01-16T11:47:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cb509,CB3731004,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-20T00:00:00,shipment manifested,2025-01-20T12:14:00,in transit,2025-01-20T12:14:00,shipment collected,2025-01-20T16:40:00,in transit,2025-01-21T02:23:00,in transit,2025-01-21T06:19:00,warehouse scan,2025-01-21T06:22:00,out for delivery,2025-01-21T14:04:34,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cb704,CB4221444,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-20T00:00:00,shipment manifested,2025-01-20T15:54:00,in transit,2025-01-20T15:54:00,in transit,2025-01-20T20:39:00,warehouse scan,2025-01-20T21:28:00,warehouse scan,2025-01-21T01:46:00,warehouse scan,2025-01-21T05:39:00,out for delivery,2025-01-21T14:06:32,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cb8d2,TE4958680,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-10-15T00:00:00,shipment manifested,2024-10-15T16:07:00,in transit,2024-10-15T16:07:00,shipment collected,2024-10-15T16:41:00,in transit,2024-10-16T12:40:00,in transit,2024-10-17T01:48:00,warehouse scan,2024-10-17T01:49:00,out for delivery,2024-11-08T17:07:14,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cb97a,CB5047282,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-21T15:50:00,shipment collected,2025-01-21T18:29:00,in transit,2025-01-22T00:00:00,shipment manifested,2025-01-22T00:33:00,in transit,2025-01-22T04:07:00,warehouse scan,2025-01-22T05:33:00,out for delivery,2025-01-22T08:45:00,delivered,2025-01-23T15:29:10,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cbbcd,TI4922844,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-30T00:00:00,shipment manifested,2024-12-30T13:34:00,in transit,2024-12-30T13:34:00,shipment collected,2024-12-30T16:31:00,in transit,2024-12-30T21:08:00,warehouse scan,2024-12-31T02:36:00,out for delivery,2024-12-31T02:36:00,warehouse scan,2024-12-31T13:25:59,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cf6ed,TI8957849,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-09T00:00:00,shipment manifested,2025-01-09T16:04:00,in transit,2025-01-09T16:04:00,shipment collected,2025-01-09T16:34:00,in transit,2025-01-10T08:22:00,in transit,2025-01-11T01:53:00,out for delivery,2025-01-11T01:53:00,warehouse scan,2025-01-13T15:23:00,delivered,2025-01-13T16:19:31,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cf913,TI8775355,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-09T15:25:00,in transit,2025-01-09T15:25:00,shipment collected,2025-01-09T16:30:00,in transit,2025-01-09T21:19:06,in transit,2025-01-10T02:38:00,warehouse scan,2025-01-10T02:43:00,out for delivery,2025-01-10T12:13:00,delivered,2025-01-10T16:43:18,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cfa1f,TI5505782,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-31T00:00:00,shipment manifested,2024-12-31T13:38:00,in transit,2024-12-31T13:38:00,shipment collected,2025-01-02T14:52:00,in transit,2025-01-02T23:11:00,in transit,2025-01-03T07:08:00,warehouse scan,2025-01-03T07:43:00,out for delivery,2025-01-03T10:22:00,delivered,2025-01-03T17:26:29,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cfca9,TI8775395,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-09T15:25:00,in transit,2025-01-09T15:25:00,shipment collected,2025-01-09T16:30:00,in transit,2025-01-09T21:19:06,in transit,2025-01-10T01:20:00,warehouse scan,2025-01-10T01:21:00,out for delivery,2025-01-10T11:13:00,delivered,2025-01-10T16:43:18,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cfcb5,TI8775404,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-09T15:26:00,in transit,2025-01-09T15:26:00,shipment collected,2025-01-09T16:29:00,in transit,2025-01-09T21:19:26,in transit,2025-01-10T03:11:00,warehouse scan,2025-01-10T03:13:00,out for delivery,2025-01-10T12:32:00,delivered,2025-01-10T16:43:18,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cfcd2,TI8860915,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-08T15:28:00,in transit,2025-01-08T15:28:00,shipment collected,2025-01-09T15:24:00,in transit,2025-01-10T01:19:00,in transit,2025-01-10T05:18:00,warehouse scan,2025-01-10T05:19:00,out for delivery,2025-01-10T10:44:00,delivered,2025-01-10T15:16:28,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439cffef,TI8319775,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-08T00:00:00,shipment manifested,2025-01-08T15:01:00,in transit,2025-01-08T15:01:00,shipment collected,2025-01-08T17:08:00,in transit,2025-01-08T22:11:00,in transit,2025-01-09T03:00:00,warehouse scan,2025-01-09T03:01:00,out for delivery,2025-01-09T10:25:00,delivered,2025-01-10T15:12:01,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d001e,TI5171259,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-30T00:00:00,shipment manifested,2024-12-30T15:30:00,in transit,2024-12-30T15:30:00,shipment collected,2024-12-30T16:25:00,in transit,2024-12-30T23:36:27,in transit,2024-12-31T05:16:00,warehouse scan,2024-12-31T08:40:00,out for delivery,2024-12-31T13:36:00,delivered,2024-12-31T15:41:08,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d0075,637bc892-2cf4-4b37-9b32-03ea3d805f31-12446,fede808b-fbf4-449c-8816-41aae5aa62ec,2025-01-06T12:35:39,shipment manifested,2025-01-06T12:35:39,shipment manifested,2025-01-06T16:26:00,shipment dropped off awaiting carrier collection,2025-01-06T16:26:00,shipment dropped off awaiting carrier collection,2025-01-07T13:58:00,shipment collected,2025-01-07T13:58:00,shipment collected,2025-01-07T14:27:00,in transit,2025-01-07T14:27:00,in transit,2025-01-07T14:33:00,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c109380fe7c6439d0094,TI7608422,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-06T00:00:00,shipment manifested,2025-01-06T15:17:00,in transit,2025-01-06T15:17:00,in transit,2025-01-07T01:01:28,in transit,2025-01-07T05:33:00,warehouse scan,2025-01-07T05:52:00,out for delivery,2025-01-07T11:06:00,delivered,2025-01-07T11:13:59,shipment ready for collection from pick-up point,2025-01-07T12:43:29,shipment collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
